Taxon Id;Species name;Scientific name;Species group;Category;Sightings;Landscape type;Red List Category;Red List Criterion
5;naverlönn;Acer campestre;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;CR;D
6;äkta stormhatt;Aconitum napellus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;CR;D
8;röd trolldruva;Actaea erythrocarpa;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;B2ab(ii,iii,v)
9;våradonis;Adonis vernalis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;NT;B2a
222776;desmeknopp;Adoxa moschatellina;kärlväxt;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;A2bc+4abc
14;klätt;Agrostemma githago;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii,iv,v)c(iv)
16;vittåtel;Aira caryophyllea;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii,iv)
17;kritsuga;Ajuga genevensis;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;CR;B1ab(i,iii,v)+2ab(i,iii,v)
1848;norddaggkåpa;Alchemilla borealis;kärlväxt;Art;0;Skog (S) - Stor betydelse, Fjäll (F) - Har betydelse;NT;B2a
20;sjuhörnig daggkåpa;Alchemilla heptagona;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;VU;B2ab(i,ii,iii,iv,v)
22;skarptandad daggkåpa;Alchemilla oxyodonta;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
222954;trubbdaggkåpa;Alchemilla plicata;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;A2bc
21;stubbdaggkåpa;Alchemilla samuelssonii;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2ab(ii,iii,iv,v)
1849;tärnadaggkåpa;Alchemilla taernaensis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;"B1a+2a; D1"
24;kustdaggkåpa;Alchemilla xanthochlora;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;VU;B2ab(ii,iii,iv,v)
28;grässvalting;Alisma gramineum;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse;RE;
30;småsvalting;Alisma wahlenbergii;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse, Brackvatten (B) - Har betydelse;NT;B2a
31;rosenlök;Allium carinatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse;NT;B2a
32;klipplök;Allium lineare;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;B1ab(iii,v)
1850;kantlök;Allium lusitanicum;kärlväxt;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;EN;B1ab(ii,iii,v)+2ab(ii,iii,v)
1851;fjällkavle;Alopecurus pratensis subsp. alpestris;kärlväxt;Underart;0;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;NT;B1ab(ii,iii,v)+2ab(ii,iii,v)
1852;grådådra;Alyssum alyssoides;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2ab(ii,iii,v)
1718;kärrnycklar;Anacamptis palustris;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;C1
1854;grönkattfot;Antennaria alpina subsp. porsildii;kärlväxt;Underart;0;Fjäll (F) - Stor betydelse;NT;B2a
1855;åkerkulla;Anthemis arvensis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2bc
60;kamomillkulla;Anthemis cotula;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;"A2b; B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)"
61;stor sandlilja;Anthericum liliago;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;B2ab(iii,v)
62;taggkörvel;Anthriscus caucalis;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(i,ii,iii,iv,v)c(iv)
1856;alvarkösa;Apera interrupta;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;NT;"B2a; D1"
222223;kösa;Apera spica-venti;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2b
1707;småjungfrukam;Aphanes australis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2b
78;selleri;Apium graveolens;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Urban miljö (U) - Har betydelse;CR;D
81;gotlandstrav;Arabis planisiliqua;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;B1ab(v)+2ab(v)
83;hänggräs;Arctophila fulva;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); D2"
1857;kalknarv;Arenaria gothica;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2a
84;grusnarv;Arenaria humifusa;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;NT;B1a+2a
1725;spädnarv;Arenaria leptoclados;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;CR;D
1858;skrednarv;Arenaria norvegica;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;NT;B2a
1859;kustsandnarv;Arenaria serpyllifolia subsp. lloydii;kärlväxt;Underart;0;Havsstrand (H) - Stor betydelse;VU;B1ab(ii,iii)+2ab(ii,iii)
1860;hålrot;Aristolochia clematitis;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;B2ab(iii,iv)
86;fjälltrift;Armeria scabra;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;VU;D2
1861;fjällarnika;Arnica angustifolia;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;NT;B2a
219955;slåttergubbe;Arnica montana;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;A2bc+4bc
89;klubbfibbla;Arnoseris minima;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii,iv,v)c(iv)
92;sandmalört;Artemisia stelleriana;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;RE;
6011214;brantmalört;Artemisia tanacetifolia;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;D2
106;munkhätta;Arum cylindraceum;kärlväxt;Art;0;Skog (S) - Stor betydelse;RE;
109;paddfot;Asperugo procumbens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse;NT;"A2b; B2ab(iii,v)"
110;glansbräken;Asplenium adiantum-nigrum;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;NT;D1
111;brunbräken;Asplenium adulterinum;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;D1
304;mjältbräken;Asplenium ceterach;kärlväxt;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;CR;D
1228;hjorttunga;Asplenium scolopendrium;kärlväxt;Art;0;Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;EN;D
114;sandvedel;Astragalus arenarius;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;B1ab(ii,iii,v)+2ab(ii,iii,v)
115;strandvedel;Astragalus danicus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse;CR;C2a(i)
116;smällvedel;Astragalus penduliflorus;kärlväxt;Art;0;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2ab(ii,iii,v)
120;sandmålla;Atriplex laciniata;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;VU°;D
220670;silvermålla;Atriplex rosea;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse;RE;
123;purrhavre;Avena strigosa;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;RE;
140;revsvalting;Baldellia repens;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;VU;D2
1524;humlesuga;Betonica officinalis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)
220711;lungrot;Blitum bonus-henricus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;A2bc
222738;plattsäv;Blysmus compressus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse;VU;A2bc
222237;rödsäv;Blysmus rufus;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;VU;A2bc
164;nordlåsbräken;Botrychium boreale;kärlväxt;Art;0;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse;NT;C2a(i)
165;topplåsbräken;Botrychium lanceolatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Fjäll (F) - Har betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;VU;C2a(i)
222112;månlåsbräken;Botrychium lunaria;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Fjäll (F) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2bc+4abc
166;rutlåsbräken;Botrychium matricariifolium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;VU;"A2b; B2b(ii,iii,iv,v)c(iv); C2a(i)"
167;höstlåsbräken;Botrychium multifidum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2bc+4abc
168;dvärglåsbräken;Botrychium simplex;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;EN;"B2ab(i,ii,iii,iv,v)c(iii,iv); C1"
264287;pysslinglåsbräken;Botrychium tenebrosum;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;D
169;stor låsbräken;Botrychium virginianum;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;C2a(i)
223825;åkerkål;Brassica rapa subsp. campestris;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;"A2bc; B2ab(i,ii,iii,v)"
172;fjällkrassing;Braya linearis;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;NT;B2a
178;skugglosta;Bromopsis ramosa;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;B2ab(iii,v)
173;renlosta;Bromus arvensis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii,iv,v)c(iv)
175;brinklosta;Bromus commutatus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii,iv,v)c(i,ii,iv)
1863;spädlosta;Bromus pseudosecalinus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;CR;"B1ab(v)+2ab(v); C2a(i,ii); D"
177;ängslosta;Bromus racemosus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;B1ab(iii,iv)c(iv)+2ab(iii,iv)c(iv)
179;råglosta;Bromus secalinus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(ii,iii,iv,v)c(i,iii,iv)
219848;sminkrot;Buglossoides arvensis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2b
981;vit sminkrot;Buglossoides arvensis var. arvensis;kärlväxt;Varietet;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2bc
982;blå sminkrot;Buglossoides arvensis var. coerulescens;kärlväxt;Varietet;0;Jordbrukslandskap (J) - Stor betydelse;VU;D2
264390;ryssrör;Calamagrostis lapponica subsp. sibirica;kärlväxt;Underart;0;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;DD;
233;norna;Calypso bulbosa;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;A2b
242;lindådra;Camelina alyssum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;RE;
1708;sanddådra;Camelina microcarpa;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(ii,iii,iv,v)
244;oljedådra;Camelina sativa;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;RE;
245;skogsklocka;Campanula cervicaria;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;A2b
246;rapunkelklocka;Campanula rapunculus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;D1
254;strandbräsma;Cardamine parviflora;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(i,ii,iii,iv,v)
1865;piggtistel;Carduus acanthoides;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;"B2ab(ii,iii,v); C2a(i)"
256;finnstarr;Carex atherodes;kärlväxt;Art;0;Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;VU;D2
258;brokstarr;Carex bicolor;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;EN;B2ab(ii,iii,iv,v)
222295;vårstarr;Carex caryophyllea;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;NT;A2b
222309;backstarr;Carex ericetorum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;NT;A2b
222315;klapperstarr;Carex glareosa;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;"A2bc+4ab; B2ab(i,ii,iii,v)"
259;hartmansstarr;Carex hartmanii;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;VU;B2ab(iii,v)
260;myrstarr;Carex heleonastes;kärlväxt;Art;0;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;VU;B2ab(i,ii,iii,v)
261;kolstarr;Carex holostoma;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;NT;"B1a+2a; D2"
222322;ängsstarr;Carex hostiana;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse;NT;A2bc+4abc
263;bågstarr;Carex maritima;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Fjäll (F) - Har betydelse, Urban miljö (U) - Har betydelse;VU;"A2b; B2ab(ii,iii,v)"
264;staggstarr;Carex nardina;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;NT;B2a
265;trubbstarr;Carex obtusata;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;VU;B2ab(ii,iii,v)
266;strandstarr;Carex paleacea;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;NT;B2ab(iii,v)
1866;åsstarr;Carex pallidula;kärlväxt;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;B2ab(ii,iii,v)
222356;frösöstarr;Carex pediformis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(iii,v)
248968;rysstarr;Carex praecox;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse;VU;D2
222361;loppstarr;Carex pulicaris;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse, Skog (S) - Har betydelse;NT;A2bc
268;prickstarr;Carex punctata;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;NT;"B1a+2a; D1"
269;älvstarr;Carex rhynchophysa;kärlväxt;Art;0;Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse, Sötvatten (L) - Har betydelse;NT;B2a
271;saltstarr;Carex vacillans;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;NT;B1ab(iii,v)+2ab(iii,v)
273;källgräs;Catabrosa aquatica;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse;VU;B2ab(ii,iii,v)
264742;ängsklint;Centaurea phrygia;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;B2ab(ii,iii,v)
286;finnklint;Centaurea phrygia subsp. phrygia;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;B2ab(ii,iii,v)
288;bredarun;Centaurium erythraea;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse;NT;B2ab(i,ii,iii,iv,v)
287;huvudarun;Centaurium erythraea var. capitatum;kärlväxt;Varietet;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;D
224190;flockarun;Centaurium erythraea var. erythraea;kärlväxt;Varietet;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2ab(i,ii,iii,iv,v)
289;stor skogslilja;Cephalanthera damasonium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"B1ab(iii,iv,v)+2ab(iii,iv,v); C2a(i)"
290;röd skogslilja;Cephalanthera rubra;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;B2ab(ii,iii)
301;raggarv;Cerastium brachypetalum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(i,ii,iii,iv,v)
223932;smal hönsarv;Cerastium fontanum var. kajanense;kärlväxt;Varietet;0;Skog (S) - Stor betydelse;NT;D1+2
317;rysskörvel;Chaerophyllum prescottii;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv); C2a(i)"
319;finnmyrten;Chamaedaphne calyculata;kärlväxt;Art;0;Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;NT;B2a
337;gatmålla;Chenopodiastrum murale;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;CR;D
1869;östersjömålla;Chenopodium striatiforme;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;"B2ab(ii,iii,iv,v); C2a(i)"
339;stinkmålla;Chenopodium vulvaria;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse;EN;D
340;ryl;Chimaphila umbellata;kärlväxt;Art;0;Skog (S) - Stor betydelse;EN;A2abc
1870;kustgullpudra;Chrysosplenium oppositifolium;kärlväxt;Art;0;Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;VU;D2
223335;polargullpudra;Chrysosplenium tetrandrum;kärlväxt;Art;0;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;B2a
345;sötgräs;Cinna latifolia;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;B2b(iii,v)
220079;jordtistel;Cirsium acaule;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2bc
351;bäcktistel;Cirsium rivulare;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;RE;
384;engelsk skörbjuggsört;Cochlearia officinalis subsp. anglica;kärlväxt;Underart;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;"B2ab(iv,v); C1+2a(i)"
406;nötkörvel;Conopodium majus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;D2
408;riddarsporre;Consolida regalis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2b
222815;hålnunneört;Corydalis cava;kärlväxt;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2bc+4abc
475;gotländsk nunneört;Corydalis gotlandica;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;D2
1874;skånskt oxbär;Cotoneaster kullensis;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;"B1ab(iii,v)+2ab(iii,v); D1"
220103;klasefibbla;Crepis praemorsa;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;NT;A2bc+4abc
220107;klofibbla;Crepis tectorum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;A2b
489;linsnärja;Cuscuta epilinum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;RE;
490;ljungsnärja;Cuscuta epithymum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(ii,iii,v)
497;dvärgag;Cyperus fuscus;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;CR;D
509;alpstenbräken;Cystopteris alpina;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;NT;D1
224698;lundäxing;Dactylis polygama;kärlväxt;Art;0;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;C2a(i)
222411;baltnycklar;Dactylorhiza majalis subsp. baltica;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Våtmark (V) - Har betydelse;EN;D
6002893;gotlandsnycklar;Dactylorhiza majalis subsp. elatior;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;"C2a(i); D"
264959;englandsnycklar;Dactylorhiza majalis subsp. integrata;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Våtmark (V) - Har betydelse;VU;D2
514;majnycklar;Dactylorhiza majalis subsp. majalis;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;NT;A2b
522;sjötåtel;Deschampsia setacea;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;VU;B2ab(iii,v)
527;sandnejlika;Dianthus arenarius;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(i,ii,iii)
528;knippnejlika;Dianthus armeria;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2ab(i,iii,v)
529;praktnejlika;Dianthus superbus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;EN;"A2ab; B2ab(i,ii,iii,v)"
118;ryssbräken;Diplazium sibiricum;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;D2
561;blockdraba;Draba cacuminum;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;VU;D1
562;dvärgdraba;Draba crassifolia;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;NT;"B2a; D1"
1876;alpdraba;Draba fladnizensis;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;NT;B2a
563;sanddraba;Draba nemorosa;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse;VU;B2ab(i,ii,iii)
1877;blekdraba;Draba oxycarpa;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;NT;B2a
1878;raggdraba;Draba subcapitata;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;EN;D
564;drakblomma;Dracocephalum ruyschiana;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(i,ii,iii,v)
565;rysk drakblomma;Dracocephalum thymiflorum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)
1879;trollsmultron;Drymocallis rupestris;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;"B2ab(iii,v); C1+2a(i)"
643;skogssvingel;Drymochloa sylvatica;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;B2ab(iii,v)
576;skaftslamkrypa;Elatine hexandra;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse, Våtmark (V) - Har betydelse;VU;"A2b; B2ab(i,ii,iii,iv,v)"
577;nordslamkrypa;Elatine orthosperma;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Brackvatten (B) - Har betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2ab(ii,iii)
222075;mörk dunört;Epilobium obscurum;kärlväxt;Art;0;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2be+4be
