"Species","Redlist_cat","Threatened","Country","scientificname","speciesKey","species","phylum","rank","status","botanical_countries_l3"
"Eriophorum angustifolium","V","yes","Slovenia","Eriophorum angustifolium Honck.",2730127,"Eriophorum angustifolium","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Eriophorum gracile","E","yes","Slovenia","Eriophorum gracile W.D.J.Koch",2730137,"Eriophorum gracile","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Eriophorum latifolium","V","yes","Slovenia","Eriophorum latifolium Hoppe",2730210,"Eriophorum latifolium","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Eriophorum scheuchzeri","V","yes","Slovenia","Eriophorum scheuchzeri Hoppe",2730240,"Eriophorum scheuchzeri","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Eriophorum vaginatum","V","yes","Slovenia","Eriophorum vaginatum L.",2730185,"Eriophorum vaginatum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Eryngium campestre","Ex","yes","Slovenia","Eryngium campestre L.",3034426,"Eryngium campestre","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Eryngium maritimum","Ex","yes","Slovenia","Eryngium maritimum L.",3034391,"Eryngium maritimum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Erythronium dens-canis","V","yes","Slovenia","Erythronium dens-canis L.",2752849,"Erythronium dens-canis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Euphorbia lucida","E","yes","Slovenia","Euphorbia lucida Waldst. & Kit.",3069370,"Euphorbia lucida","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Euphorbia palustris","Ex","yes","Slovenia","Euphorbia palustris L.",3064056,"Euphorbia palustris","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Euphorbia villosa","V","yes","Slovenia","Euphorbia villosa Waldst. & Kit. ex Willd.",3065519,"Euphorbia illirica","Tracheophyta","species","SYNONYM","Yugoslavia"
"Fagopyrum tataricum","Ex?","yes","Slovenia","Fagopyrum tataricum (L.) Gaertn.",2889378,"Fagopyrum tataricum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Fimbristylis annua","E","yes","Slovenia","Fimbristylis annua (All.) Roem. & Schult.",2708808,"Fimbristylis dichotoma","Tracheophyta","species","SYNONYM","Yugoslavia"
"Fragaria viridis","V","yes","Slovenia","Fragaria viridis Duchesne",8400458,"Fragaria viridis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Fritillaria meleagris","E","yes","Slovenia","Fritillaria meleagris L.",5300535,"Fritillaria meleagris","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Fritillaria orientalis","V","yes","Slovenia","Fritillaria orientalis Adams",5300488,"Fritillaria orientalis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Gagea pratensis","V","yes","Slovenia","Gagea pratensis (Pers.) Dumort.",5300102,"Gagea pratensis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Gagea spathacea","V","yes","Slovenia","Gagea spathacea (Hayne) Salisb.",5299797,"Gagea spathacea","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Gentiana acaulis","E","yes","Slovenia","Gentiana acaulis L.",6366597,"Gentiana acaulis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Gentiana lutea","V","yes","Slovenia","Gentiana lutea L.",3170040,"Gentiana lutea","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Gladiolus illyricus","V","yes","Slovenia","Gladiolus illyricus W.D.J.Koch",2749912,"Gladiolus illyricus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Gladiolus italicus","V","yes","Slovenia","Gladiolus italicus Mill.",2749791,"Gladiolus italicus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Gladiolus palustris","V","yes","Slovenia","Gladiolus palustris Gaudin",2750279,"Gladiolus palustris","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Glaucium flavum","Ex","yes","Slovenia","Glaucium flavum Crantz",5334190,"Glaucium flavum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Goodyera repens","V","yes","Slovenia","Goodyera repens (L.) R.Br.",2840931,"Goodyera repens","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Gratiola officinalis","V","yes","Slovenia","Gratiola officinalis L.",3171915,"Gratiola officinalis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Groenlandia densa","E","yes","Slovenia","Groenlandia densa (L.) Fourr.",4009380,"Groenlandia densa","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Gymnadenia conopsea","V","yes","Slovenia","Gymnadenia conopsea (L.) R.Br.",7845022,"Gymnadenia conopsea","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Gymnadenia odoratissima","V","yes","Slovenia","Gymnadenia odoratissima (L.) Rich.",2840474,"Gymnadenia odoratissima","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Halimione portulacoides","V","yes","Slovenia","Halimione portulacoides (L.) Aellen",3083765,"Atriplex portulacoides","Tracheophyta","species","SYNONYM","Yugoslavia"
"Hammarbya paludosa","E","yes","Slovenia","Hammarbya paludosa (L.) Kuntze",2817361,"Hammarbya paludosa","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Heleochloa shoenoides","Ex","yes","Slovenia","Heleochloa schoenoides (L.) Host",9382716,"Sporobolus schoenoides","Tracheophyta","species","SYNONYM","Yugoslavia"
"Hemerocallis flava","V","yes","Slovenia","Hemerocallis flava (L.) L.",2781103,"Hemerocallis lilioasphodelus","Tracheophyta","species","SYNONYM","Yugoslavia"
"Herminium monorchis","V","yes","Slovenia","Herminium monorchis (L.) R.Br.",5310578,"Herminium monorchis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Himantoglossum adriaticum","V","yes","Slovenia","Himantoglossum adriaticum H.Baumann",5324944,"Himantoglossum adriaticum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Hippocrepis unisiliquosa","Ex","yes","Slovenia","Hippocrepis unisiliquosa L.",5353717,"Hippocrepis unisiliquosa","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Hippophae rhamnoides","E","yes","Slovenia","Hippophae rhamnoides L.",3039285,"Hippophae rhamnoides","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Hippuris vulgaris","V","yes","Slovenia","Hippuris vulgaris L.",5372503,"Hippuris vulgaris","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Holoschoenus vulgaris","V","yes","Slovenia","Holoschoenus vulgaris Link",2718201,"Scirpoides holoschoenus","Tracheophyta","species","SYNONYM","Yugoslavia"
"Hottonia palustris","V","yes","Slovenia","Hottonia palustris L.",4006551,"Hottonia palustris","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Hydrocharis morsus-ranae","V","yes","Slovenia","Hydrocharis morsus-ranae L.",5329266,"Hydrocharis morsus-ranae","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Hydrocotyle vulgaris","V","yes","Slovenia","Hydrocotyle vulgaris L.",3034606,"Hydrocotyle vulgaris","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Inula crithmoides","V","yes","Slovenia","Inula crithmoides L.",3088761,"Limbarda crithmoides","Tracheophyta","species","SYNONYM","Yugoslavia"
"Iris sibirica","V","yes","Slovenia","Iris sibirica L.",5298126,"Iris sibirica","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Isolepis setacea","V","yes","Slovenia","Isolepis setacea (L.) R.Br.",2713300,"Isolepis setacea","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Isolepis supina","E","yes","Slovenia","Isolepis supina (L.) R.Br.",2710765,"Schoenoplectiella supina","Tracheophyta","species","SYNONYM","Yugoslavia"
"Juncus tommasinii","E","yes","Slovenia","Juncus tommasinii Parl.",2701208,"Juncus littoralis","Tracheophyta","species","SYNONYM","Yugoslavia"
"Lagurus ovatus","Ex","yes","Slovenia","Lagurus ovatus L.",5290177,"Lagurus ovatus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Lemna gibba","V","yes","Slovenia","Lemna gibba L.",2867569,"Lemna gibba","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Lemna trisulca","V","yes","Slovenia","Lemna trisulca L.",2867579,"Lemna trisulca","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Leontodon berinii","V","yes","Slovenia","Leontodon berinii (Bartl.) Roth",3137423,"Leontodon berinii","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Leonurus cardiaca","E","yes","Slovenia","Leonurus cardiaca L.",5341389,"Leonurus cardiaca","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Leucojum aestivum","V","yes","Slovenia","Leucojum aestivum L.",2860425,"Leucojum aestivum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Limodorum abortivum","V","yes","Slovenia","Limodorum abortivum (L.) Sw.",5312179,"Limodorum abortivum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Limonium serotinum","V","yes","Slovenia","Limonium serotinum (Rchb.) Pignatti",4089594,"Limonium narbonense","Tracheophyta","species","SYNONYM","Yugoslavia"
"Limosella aquatica","E","yes","Slovenia","Limosella aquatica L.",3172211,"Limosella aquatica","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Lindernia procumbens","V","yes","Slovenia","Lindernia procumbens (Krock.) Philcox",3171882,"Lindernia procumbens","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Linnaea borealis","E","yes","Slovenia","Linnaea borealis L.",5334220,"Linnaea borealis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Linum maritimum","E","yes","Slovenia","Linum maritimum L.",4048390,"Linum maritimum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Linum tommasinii","E","yes","Slovenia","Linum tommasinii (Rchb.) Nyman",2873877,"Linum austriacum","Tracheophyta","species","SYNONYM","Yugoslavia"
"Liparis loeselii","E","yes","Slovenia","Liparis loeselii (L.) Rich.",5323092,"Liparis loeselii","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Listera cordata","V","yes","Slovenia","Listera cordata (L.) R.Br.",2816213,"Neottia cordata","Tracheophyta","species","SYNONYM","Yugoslavia"
"Lolium temulentum","V","yes","Slovenia","Lolium temulentum L.",2706242,"Lolium temulentum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Lotus ornithopodioides","Ex","yes","Slovenia","Lotus ornithopodioides L.",5357035,"Lotus ornithopodioides","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Lotus uliginosus","V","yes","Slovenia","Lotus uliginosus Schkuhr",5356855,"Lotus uliginosus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Ludwigia palustris","V","yes","Slovenia","Ludwigia palustris (L.) Elliott",5421025,"Ludwigia palustris","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Lycopodiella inundata","V","yes","Slovenia","Lycopodiella inundata (L.) Holub",2688345,"Lycopodiella inundata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Lycopus exaltatus","V","yes","Slovenia","Lycopus exaltatus L.f.",5605751,"Lycopus exaltatus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Lythrum hyssopifolia","E","yes","Slovenia","Lythrum hyssopifolia L.",3188747,"Lythrum hyssopifolia","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Malaxis monophyllos","V","yes","Slovenia","Malaxis monophyllos (L.) Sw.",2808211,"Malaxis monophyllos","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Marsilea quadrifolia","V","yes","Slovenia","Marsilea quadrifolia L.",5274875,"Marsilea quadrifolia","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Medicago truncatula","Ex","yes","Slovenia","Medicago truncatula Gaertn.",2965280,"Medicago truncatula","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Menyanthes trifoliata","V","yes","Slovenia","Menyanthes trifoliata L.",5341511,"Menyanthes trifoliata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Muscari botryoides","V","yes","Slovenia","Muscari botryoides (L.) Mill.",2772094,"Muscari botryoides","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Muscari comosum","V","yes","Slovenia","Muscari comosum (L.) Mill.",2769172,"Leopoldia comosa","Tracheophyta","species","SYNONYM","Yugoslavia"
"Muscari neglectum","V","yes","Slovenia","Muscari neglectum Ten.",2772020,"Muscari neglectum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Myosotis discolor","E","yes","Slovenia","Myosotis discolor Pers.",5341177,"Myosotis discolor","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Myosurus minimus","V","yes","Slovenia","Myosurus minimus L.",3033605,"Myosurus minimus","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Myricaria germanica","E","yes","Slovenia","Myricaria germanica (L.) Desv.",3612876,"Myricaria germanica","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Myriophyllum spicatum","V","yes","Slovenia","Myriophyllum spicatum L.",5361760,"Myriophyllum spicatum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Myriophyllum verticillatum","V","yes","Slovenia","Myriophyllum verticillatum L.",5361779,"Myriophyllum verticillatum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Myrtus communis","V","yes","Slovenia","Myrtus communis L.",3180085,"Myrtus communis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Najas marina","V","yes","Slovenia","Najas marina L.",5329324,"Najas marina","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Najas minor","V","yes","Slovenia","Najas minor All.",5329434,"Najas minor","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Narcissus radiiflorus","V","yes","Slovenia","Narcissus radiiflorus Salisb.",2858581,"Narcissus poeticus","Tracheophyta","species","SYNONYM","Yugoslavia"
"Nuphar lutea","V","yes","Slovenia","Nuphar lutea (L.) Sibth. & Sm.",7551339,"Nuphar lutea","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Nymphaea alba","V","yes","Slovenia","Nymphaea alba L.",2882437,"Nymphaea alba","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Nymphoides peltata","V","yes","Slovenia","Nymphoides peltata (S.G.Gmel.) Kuntze",8810827,"Nymphoides peltata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Oenanthe aquatica","V","yes","Slovenia","Oenanthe aquatica (L.) Poir.",5371888,"Oenanthe aquatica","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Oenanthe fistulosa","E","yes","Slovenia","Oenanthe fistulosa L.",5371890,"Oenanthe fistulosa","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Oenanthe pimpinelloides","V","yes","Slovenia","Oenanthe pimpinelloides L.",5371889,"Oenanthe pimpinelloides","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Oenanthe silaifolia","V","yes","Slovenia","Oenanthe silaifolia M.Bieb.",6027222,"Oenanthe silaifolia","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Ononis reclinata","E","yes","Slovenia","Ononis reclinata L.",2977133,"Ononis reclinata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Ophioglossum vulgatum","V","yes","Slovenia","Ophioglossum vulgatum L.",2650133,"Ophioglossum vulgatum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Ophrys apifera","V","yes","Slovenia","Ophrys apifera Huds.",2792998,"Ophrys apifera","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Ophrys araneola","V","yes","Slovenia","Ophrys araneola Rchb.",2793334,"Ophrys sphegodes","Tracheophyta","species","SYNONYM","Yugoslavia"
"Ophrys atrata","V","yes","Slovenia","Ophrys atrata Lindl., 1836",2793583,"Ophrys incubacea","Tracheophyta","species","SYNONYM","Yugoslavia"
"Ophrys fusca","E","yes","Slovenia","Ophrys fusca Link",2793158,"Ophrys fusca","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Ophrys holosericea","V","yes","Slovenia","Ophrys holosericea (Burm.f.) Greuter, 1967",2793631,"Ophrys fuciflora","Tracheophyta","species","SYNONYM","Yugoslavia"
"Ophrys incubacea","V","yes","Slovenia","Ophrys incubacea Bianca, 1842",2793583,"Ophrys incubacea","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Ophrys insectifera","V","yes","Slovenia","Ophrys insectifera L.",2792588,"Ophrys insectifera","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Ophrys sphegodes","V","yes","Slovenia","Ophrys sphegodes Mill.",2793334,"Ophrys sphegodes","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Orchis coriophora","V","yes","Slovenia","Orchis coriophora L.",2808461,"Anacamptis coriophora","Tracheophyta","species","SYNONYM","Yugoslavia"
"Orchis fragrans","E","yes","Slovenia","Orchis fragrans Pollini",2808461,"Anacamptis coriophora","Tracheophyta","species","SYNONYM","Yugoslavia"
"Orchis laxiflora","V","yes","Slovenia","Orchis laxiflora Lam.",2808426,"Anacamptis laxiflora","Tracheophyta","species","SYNONYM","Yugoslavia"
"Orchis mascula","V","yes","Slovenia","Orchis mascula (L.) L.",2849427,"Orchis mascula","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Orchis militaris","V","yes","Slovenia","Orchis militaris L.",2809968,"Orchis militaris","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Orchis morio","V","yes","Slovenia","Orchis morio L.",2808565,"Anacamptis morio","Tracheophyta","species","SYNONYM","Yugoslavia"
"Orchis pallens","V","yes","Slovenia","Orchis pallens L.",2810078,"Orchis pallens","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Orchis palustris","V","yes","Slovenia","Orchis palustris Jacq.",2808399,"Anacamptis palustris","Tracheophyta","species","SYNONYM","Yugoslavia"
"Orchis papilionacea","V","yes","Slovenia","Orchis papilionacea L.",2808646,"Anacamptis papilionacea","Tracheophyta","species","SYNONYM","Yugoslavia"
"Orchis provincialis","Ex?","yes","Slovenia","Orchis provincialis Balb. ex Lam. & DC.",2849419,"Orchis provincialis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Orchis purpurea","V","yes","Slovenia","Orchis purpurea Huds.",8794742,"Orchis purpurea","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Orchis signifera","V","yes","Slovenia","Orchis signifera Vest",2849427,"Orchis mascula","Tracheophyta","species","SYNONYM","Yugoslavia"
"Orchis simia","V","yes","Slovenia","Orchis simia Lam.",2812415,"Orchis simia","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Orchis tridentata","V","yes","Slovenia","Orchis tridentata Scop.",2812392,"Neotinea tridentata","Tracheophyta","species","SYNONYM","Yugoslavia"
"Orchis ustulata","V","yes","Slovenia","Orchis ustulata L.",2812375,"Neotinea ustulata","Tracheophyta","species","SYNONYM","Yugoslavia"
"Oxycoccus microcarpus","V","yes","Slovenia","Oxycoccus microcarpus Turcz. ex Rupr.",8344892,"Vaccinium microcarpum","Tracheophyta","species","SYNONYM","Yugoslavia"
"Oxycoccus palustris","V","yes","Slovenia","Oxycoccus palustris Pers.",2882940,"Vaccinium oxycoccos","Tracheophyta","species","SYNONYM","Yugoslavia"
"Paeonia mascula","V","yes","Slovenia","Paeonia mascula (L.) Mill.",7155281,"Paeonia mascula","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Paeonia officinalis","V","yes","Slovenia","Paeonia officinalis L.",3083488,"Paeonia officinalis","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Pastinaca sativa var. fleischmannii","Ex","yes","Slovenia","Pastinaca sativa L.",8262702,"Pastinaca sativa","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Pedicularis elongata","V","yes","Slovenia","Pedicularis elongata A.Kern.",3724459,"Pedicularis elongata","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Pedicularis friderici-augusti","E","yes","Slovenia","Pedicularis friderici-augusti Tommas.",3724022,"Pedicularis friderici-augusti","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Pedicularis palustris","V","yes","Slovenia","Pedicularis palustris L.",3171734,"Pedicularis palustris","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Peplis portula","V","yes","Slovenia","Peplis portula L.",3188743,"Lythrum portula","Tracheophyta","species","SYNONYM","Yugoslavia"
"Peucedanum coriaceum var. Pospichalii","V","yes","Slovenia","Peucedanum coriaceum Rchb.",3631813,"Peucedanum coriaceum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Phleum subulatum","Ex?","yes","Slovenia","Phleum subulatum (Savi) Asch. & Graebn.",2706003,"Phleum subulatum","Tracheophyta","species","ACCEPTED","Yugoslavia"
"Pilularia globulifera","Ex","yes","Slovenia","Pilularia globulifera L.",3913526,"Pilularia globulifera","Tracheophyta","species","ACCEPTED","Yugoslavia"
