"Species","Redlist_cat","Threatened","Country"
"Arenaria procera","2","yes","Latvia"
"Silene chlorantha","2","yes","Latvia"
"Botrychium matricariifolium","2","yes","Latvia"
"Sonchus humilis","1","yes","Latvia"
"Sisymbrium supinum","0","yes","Latvia"
"Carex supina","1","yes","Latvia"
"Trifolium fragiferum","1","yes","Latvia"
"Ajuga genevensis","2","yes","Latvia"
"Juncus gerardii","2","yes","Latvia"
"Swertia perennis","0","yes","Latvia"
"Rubus arcticus","0","yes","Latvia"
"Lathyrus pisiformis","1","yes","Latvia"
"Chamaepericlymeneum suecicum","1","yes","Latvia"
"Achillea nobilis L.","CR","yes","Luxembourg"
"Acinos arvensis (Lam.) Dandy","VU","yes","Luxembourg"
"Aconitum lycoctonum L. subsp. vulparia (Reichenb.) Nyman","VU","yes","Luxembourg"
"Adonis aestivalis L.","RE","yes","Luxembourg"
"Adonis annua L.","RE","yes","Luxembourg"
"Adonis flammea Jacq.","RE","yes","Luxembourg"
"Agrostemma githago L.","RE","yes","Luxembourg"
"Aira caryophyllea L.","VU","yes","Luxembourg"
"Aira praecox L.","VU","yes","Luxembourg"
"Ajuga chamaepitys (L.) Schreb.","RE","yes","Luxembourg"
"Ajuga genevensis L.","EN","yes","Luxembourg"
"Ajuga pyramidalis L.","EN","yes","Luxembourg"
"Alchemilla filicaulis Buser","VU","yes","Luxembourg"
"Alisma lanceolatum With.","CR","yes","Luxembourg"
"Allium rotundum L.","EN","yes","Luxembourg"
"Allium scorodoprasum L.","EN","yes","Luxembourg"
"Alopecurus aequalis Sobol.","VU","yes","Luxembourg"
"Althaea hirsuta L.","CR","yes","Luxembourg"
"Anacamptis pyramidalis (L.) L.C.M. Rich","VU","yes","Luxembourg"
"Anagallis arvensis L. subsp. foemina (Mill.) Schinz et Thell.","VU","yes","Luxembourg"
"Anemone sylvestris L.","RE","yes","Luxembourg"
"Antennaria dioica (L.) Gaertn.","RE","yes","Luxembourg"
"Anthemis cotula L.","CR","yes","Luxembourg"
"Anthericum liliago L.","VU","yes","Luxembourg"
"Anthriscus caucalis Bieb.","RE","yes","Luxembourg"
"Aphanes australis Rydb.","EN","yes","Luxembourg"
"Apium nodiflorum (L.) Lag.","EN","yes","Luxembourg"
"Arabis glabra (L.) Bernh.","VU","yes","Luxembourg"
"Arctium tomentosum Mill.","VU","yes","Luxembourg"
"Aristolochia clematitis L.","EN","yes","Luxembourg"
"Arnica montana L.","CR","yes","Luxembourg"
"Arnoseris minima (L.) Schweigg. et Körte","RE","yes","Luxembourg"
"Asarum europaeum L.","EN","yes","Luxembourg"
"Asplenium fontanum (L.) Bernh.","RE","yes","Luxembourg"
"Asplenium obovatum Viv. subsp. billotii (F.W. Schultz) O.Bolòs, Vigo, Masalles et Ninot","RE","yes","Luxembourg"
"Asplenium viride Huds.","RE","yes","Luxembourg"
"Aster amellus L.","CR","yes","Luxembourg"
"Avenula pratensis (L.) Dum.","EN","yes","Luxembourg"
"Berberis vulgaris L.","EN","yes","Luxembourg"
"Berula erecta (Huds.) Coville","VU","yes","Luxembourg"
"Bidens cernua L.","VU","yes","Luxembourg"
"Blackstonia perfoliata (L.) Huds.","RE","yes","Luxembourg"
"Blechnum spicant (L.) Roth","VU","yes","Luxembourg"
"Blysmus compressus (L.) Panzer ex Link","CR","yes","Luxembourg"
"Bolboschoenus maritimus (L.) Palla","CR","yes","Luxembourg"
"Botrychium lunaria (L.) Swartz","EN","yes","Luxembourg"
"Bromus lepidus Holmberg","RE","yes","Luxembourg"
"Bromus secalinus L.","CR","yes","Luxembourg"
"Bunium bulbocastanum L.","VU","yes","Luxembourg"
"Bupleurum rotundifolium L.","RE","yes","Luxembourg"
"Butomus umbellatus L.","VU","yes","Luxembourg"
"Buxus sempervirens L.","VU","yes","Luxembourg"
"Calamagrostis canescens (Web.) Roth","EN","yes","Luxembourg"
"Calamintha menthifolia Host","EN","yes","Luxembourg"
"Calendula arvensis L.","CR","yes","Luxembourg"
"Calla palustris L.","RE","yes","Luxembourg"
"Callitriche palustris L.","EN","yes","Luxembourg"
"Campanula cervicaria L.","RE","yes","Luxembourg"
"Campanula glomerata L.","EN","yes","Luxembourg"
"Campanula patula L.","CR","yes","Luxembourg"
"Carex canescens L.","VU","yes","Luxembourg"
"Carex cuprina (Sandór ex Heuffel) Nendtvich ex A. Kerner","VU","yes","Luxembourg"
"Carex davalliana Smith","RE","yes","Luxembourg"
"Carex depauperata Curt. ex With.","RE","yes","Luxembourg"
"Carex diandra Schrank","CR","yes","Luxembourg"
"Carex distans L.","EN","yes","Luxembourg"
"Carex echinata Murray","VU","yes","Luxembourg"
"Carex elata All.","CR","yes","Luxembourg"
"Carex flava L.","EN","yes","Luxembourg"
"Carex hostiana DC.","CR","yes","Luxembourg"
"Carex lepidocarpa Tausch","VU","yes","Luxembourg"
"Carex montana L.","VU","yes","Luxembourg"
"Carex ornithopoda Willd.","CR","yes","Luxembourg"
"Carex pilosa Scop.","EN","yes","Luxembourg"
"Carex pseudocyperus L.","EN","yes","Luxembourg"
"Carex pulicaris L.","CR","yes","Luxembourg"
"Carex riparia Curt.","EN","yes","Luxembourg"
"Carex strigosa Huds.","VU","yes","Luxembourg"
"Carex vulpina L.","VU","yes","Luxembourg"
"Catabrosa aquatica (L.) Beauv.","CR","yes","Luxembourg"
"Caucalis platycarpos L.","RE","yes","Luxembourg"
"Centaurea calcitrapa L.","RE","yes","Luxembourg"
"Centaurea cyanus L.","VU","yes","Luxembourg"
"Centaurea repens L.","CR","yes","Luxembourg"
"Centaurea stoebe L.","RE","yes","Luxembourg"
"Centaurium erythraea Rafn","VU","yes","Luxembourg"
"Centaurium pulchellum (SW.) Druce","VU","yes","Luxembourg"
"Centunculus minimus L.","EN","yes","Luxembourg"
"Cephalanthera longifolia (L.) Fritsch","VU","yes","Luxembourg"
"Cephalanthera rubra (L.) L. C. M. Rich.","VU","yes","Luxembourg"
"Ceratophyllum demersum L.","VU","yes","Luxembourg"
"Ceterach officinarum Willd.","VU","yes","Luxembourg"
"Chaerophyllum aureum L.","RE","yes","Luxembourg"
"Chenopodium bonus-henricus L.","CR","yes","Luxembourg"
"Chenopodium botrys L.","CR","yes","Luxembourg"
"Chenopodium glaucum L.","EN","yes","Luxembourg"
"Chenopodium hybridum L.","CR","yes","Luxembourg"
"Chenopodium murale L.","RE","yes","Luxembourg"
"Chenopodium urbicum L.","RE","yes","Luxembourg"
"Chenopodium vulvaria L.","RE","yes","Luxembourg"
"Chondrilla juncea L.","CR","yes","Luxembourg"
"Chondrilla latifolia Bieb.","EN","yes","Luxembourg"
"Circaea alpina L.","CR","yes","Luxembourg"
"Circaea xintermedia Ehrh.","VU","yes","Luxembourg"
"Cirsium acaule Scop.","VU","yes","Luxembourg"
"Coeloglossum viride (L.) Hartman","CR","yes","Luxembourg"
"Coincya monensis (L.) Greuter et Burdet subsp. cheiranthos(Vill.) Aedo, Leadlay et Muñoz Garmendia","VU","yes","Luxembourg"
"Colchicum autumnale L.","VU","yes","Luxembourg"
"Comarum palustre L.","VU","yes","Luxembourg"
"Conopodium majus (Gouan) Loret","CR","yes","Luxembourg"
"Conringia orientalis (L.) Dum.","RE","yes","Luxembourg"
"Consolida regalis S.F. Gray","CR","yes","Luxembourg"
"Coronopus squamatus (Forssk.) Aschers.","EN","yes","Luxembourg"
"Corydalis cava (L.) Schweigg. et Koerte","VU","yes","Luxembourg"
"Corynephorus canescens (L.) Beauv.","EN","yes","Luxembourg"
"Crepis foetida L.","EN","yes","Luxembourg"
"Crepis praemorsa (L.) F. W. Walther","RE","yes","Luxembourg"
"Crepis pulchra L.","CR","yes","Luxembourg"
"Cuscuta epilinum Weihe","RE","yes","Luxembourg"
"Cuscuta epithymum (L.) L.","CR","yes","Luxembourg"
"Cynoglossum officinale L.","VU","yes","Luxembourg"
"Cyperus flavescens L.","RE","yes","Luxembourg"
"Cypripedium calceolus L.","RE","yes","Luxembourg"
"Dactylorhiza fuchsii (Druce) Soó","VU","yes","Luxembourg"
"Dactylorhiza incarnata (L.) Soó","CR","yes","Luxembourg"
"Dactylorhiza maculata (L.) Soó","EN","yes","Luxembourg"
"Dactylorhiza majalis (Reichenb.) P. F. Hunt et Summerh.","VU","yes","Luxembourg"
"Dactylorhiza praetermissa (Druce) Soó","CR","yes","Luxembourg"
"Danthonia decumbens (L.) DC.","VU","yes","Luxembourg"
"Dianthus armeria L.","VU","yes","Luxembourg"
"Dianthus carthusianorum L.","VU","yes","Luxembourg"
"Dianthus deltoides L.","EN","yes","Luxembourg"
"Digitalis grandiflora Mill.","VU","yes","Luxembourg"
"Digitaria sanguinalis (L.) Scop.","EN","yes","Luxembourg"
"Diphasiastrum tristachyum (Pursh) Holub","RE","yes","Luxembourg"
"Draba muralis L.","EN","yes","Luxembourg"
"Drosera rotundifolia L.","RE","yes","Luxembourg"
"Dryopteris affinis (Lowe) Fraser-Jenkins subsp. borreri(Newmann) Fraser-Jenkins","VU","yes","Luxembourg"
"Eleocharis quinqueflora (F.X. Hartm.) O. Schwartz","CR","yes","Luxembourg"
"Eleocharis uniglumis (Link) Schultes","CR","yes","Luxembourg"
"Epilobium palustre L.","VU","yes","Luxembourg"
"Epipactis atrorubens (Hoffm.) Besser","VU","yes","Luxembourg"
"Epipactis muelleri Godf.","VU","yes","Luxembourg"
"Epipactis palustris (L.) Crantz","EN","yes","Luxembourg"
"Epipactis purpurata Smith","VU","yes","Luxembourg"
"Erica tetralix L.","RE","yes","Luxembourg"
"Eriophorum angustifolium Honck.","EN","yes","Luxembourg"
"Eriophorum latifolium Hoppe","CR","yes","Luxembourg"
"Eriophorum vaginatum L.","RE","yes","Luxembourg"
"Euphorbia esula L.","EN","yes","Luxembourg"
"Euphrasia nemorosa (Pers.) Wallr.","EN","yes","Luxembourg"
"Euphrasia officinalis (L.) subsp. rostkoviana (Hayne) F.Townsend","CR","yes","Luxembourg"
"Euphrasia stricta Wolff ex Lehm.","EN","yes","Luxembourg"
"Falcaria vulgaris Bernh.","EN","yes","Luxembourg"
"Festuca heterophylla Lam.","CR","yes","Luxembourg"
"Festuca lemanii Bast.","VU","yes","Luxembourg"
"Festuca longifolia Thuill. subsp. pseudocostei Auquier etKerguélen","EN","yes","Luxembourg"
"Filago arvensis L.","CR","yes","Luxembourg"
"Filago lutescens Jord.","RE","yes","Luxembourg"
"Filago minima (Smith) Pers.","EN","yes","Luxembourg"
"Filago pyramidata L.","RE","yes","Luxembourg"
"Filago vulgaris Lam.","CR","yes","Luxembourg"
"Filipendula vulgaris Moench","CR","yes","Luxembourg"
"Fumaria densiflora DC.","RE","yes","Luxembourg"
"Fumaria parviflora Lam.","CR","yes","Luxembourg"
"Fumaria vaillantii Loisel.","EN","yes","Luxembourg"
"Gagea lutea (L.) Ker-Gawl.","VU","yes","Luxembourg"
"Gagea pratensis (Pers.) Dum.","CR","yes","Luxembourg"
"Gagea villosa (Bieb.) Duby","CR","yes","Luxembourg"
"Galium glaucum L.","RE","yes","Luxembourg"
"Galium pumilum Murray","VU","yes","Luxembourg"
"Galium spurium L.","CR","yes","Luxembourg"
"Galium tricornutum Dandy","RE","yes","Luxembourg"
"Genista anglica L.","CR","yes","Luxembourg"
"Genista germanica L.","RE","yes","Luxembourg"
"Gentiana cruciata L.","RE","yes","Luxembourg"
"Gentianella ciliata (L.) Borkh.","VU","yes","Luxembourg"
"Gentianella germanica (Willd.) Börner","CR","yes","Luxembourg"
"Geranium pratense L.","EN","yes","Luxembourg"
"Geranium sylvaticum L.","VU","yes","Luxembourg"
"Geum rivale L.","EN","yes","Luxembourg"
"Glyceria maxima (Hartm.) Holmberg","VU","yes","Luxembourg"
"Gratiola officinalis L.","RE","yes","Luxembourg"
"Gymnadenia conopsea (L.) R. Brown","VU","yes","Luxembourg"
"Gymnadenia odoratissima (L.) L. C. M. Rich.","RE","yes","Luxembourg"
"Gypsophila muralis L.","CR","yes","Luxembourg"
"Helichrysum arenarium (L.) Moench","RE","yes","Luxembourg"
"Helleborus foetidus L.","VU","yes","Luxembourg"
"Herminium monorchis (L.) R. Brown","RE","yes","Luxembourg"
"Herniaria hirsuta L.","RE","yes","Luxembourg"
"Hieracium lactucella Wallr.","EN","yes","Luxembourg"
"Hierochloe odorata (L.) Beauv.","RE","yes","Luxembourg"
"Himantoglossum hircinum (L.) Spreng.","EN","yes","Luxembourg"
"Holosteum umbellatum L.","EN","yes","Luxembourg"
"Hordeum secalinum Schreb.","VU","yes","Luxembourg"
"Huperzia selago (L.) Bernh. ex Schrank et Mart.","CR","yes","Luxembourg"
"Hydrocotyle vulgaris L.","RE","yes","Luxembourg"
"Hymenophyllum tunbrigense (L.) Smith","EN","yes","Luxembourg"
"Hypericum elodes L.","RE","yes","Luxembourg"
"Hypochoeris glabra L.","RE","yes","Luxembourg"
"Hypochoeris maculata L.","RE","yes","Luxembourg"
"Illecebrum verticillatum L.","CR","yes","Luxembourg"
"Inula britannica L.","RE","yes","Luxembourg"
"Iris pseudacorus L.","VU","yes","Luxembourg"
"Isatis tinctoria L.","EN","yes","Luxembourg"
"Isolepis setacea (L.) R. Brown","VU","yes","Luxembourg"
"Jasione montana L.","VU","yes","Luxembourg"
"Juncus capitatus Weig.","RE","yes","Luxembourg"
"Juncus compressus Jacq.","VU","yes","Luxembourg"
"Juncus filiformis L.","CR","yes","Luxembourg"
"Juncus squarrosus L.","CR","yes","Luxembourg"
"Juncus subnodulosus Schrank","EN","yes","Luxembourg"
"Juniperus communis L.","EN","yes","Luxembourg"
"Kickxia elatine (L.) Dum.","EN","yes","Luxembourg"
"Kickxia spuria (L.) Dum.","EN","yes","Luxembourg"
"Lactuca saligna L.","CR","yes","Luxembourg"
"Lathyrus hirsutus L.","CR","yes","Luxembourg"
"Lathyrus nissolia L.","CR","yes","Luxembourg"
"Leersia oryzoides (L.) Swartz","CR","yes","Luxembourg"
"Legousia speculum-veneris (L.) Chaix","EN","yes","Luxembourg"
"Lemna trisulca L.","VU","yes","Luxembourg"
"Leonurus cardiaca L.","CR","yes","Luxembourg"
"Lepidium latifolium L.","VU","yes","Luxembourg"
"Limodorum abortivum (L.) Swartz","RE","yes","Luxembourg"
"Linaria arvensis (L.) Desf.","RE","yes","Luxembourg"
"Linaria repens (L.) Mill.","EN","yes","Luxembourg"
"Linum austriacum L. subsp. austriacum","CR","yes","Luxembourg"
"Linum tenuifolium L.","EN","yes","Luxembourg"
"Lithospermum arvense L.","EN","yes","Luxembourg"
"Lithospermum officinale L.","EN","yes","Luxembourg"
"Lithospermum purpurocaeruleum L.","VU","yes","Luxembourg"
"Lolium remotum Schrank","RE","yes","Luxembourg"
"Lolium temulentum L.","RE","yes","Luxembourg"
"Lychnis viscaria L.","VU","yes","Luxembourg"
"Lycopodiella inundata (L.) Holub","RE","yes","Luxembourg"
"Lycopodium clavatum L.","CR","yes","Luxembourg"
"Lythrum hyssopifolia L.","CR","yes","Luxembourg"
"Lythrum portula (L.) D.A. Webb","VU","yes","Luxembourg"
"Malva alcea L.","VU","yes","Luxembourg"
"Malva sylvestris L.","VU","yes","Luxembourg"
"Marrubium vulgare L.","RE","yes","Luxembourg"
"Medicago minima (L.) L.","EN","yes","Luxembourg"
"Melampyrum arvense L.","EN","yes","Luxembourg"
"Melampyrum cristatum L.","EN","yes","Luxembourg"
"Mentha pulegium L.","CR","yes","Luxembourg"
"Menyanthes trifoliata L.","VU","yes","Luxembourg"
"Meum athamanticum Jacq.","CR","yes","Luxembourg"
"Minuartia hybrida (Vill.) Schischkin","VU","yes","Luxembourg"
"Misopates orontium (L.) Rafin.","EN","yes","Luxembourg"
"Moenchia erecta (L.) Gaertn., B. Mey. et Scherb.","RE","yes","Luxembourg"
"Moneses uniflora (L.) A. Gray","RE","yes","Luxembourg"
"Montia fontana L.","VU","yes","Luxembourg"
"Montia minor C. C. Gmel.","RE","yes","Luxembourg"
"Myosotis discolor Pers.","EN","yes","Luxembourg"
"Myosotis stricta Link ex Roem. et Schult.","CR","yes","Luxembourg"
"Myosurus minimus L.","CR","yes","Luxembourg"
"Myriophyllum verticillatum L.","VU","yes","Luxembourg"
"Najas marina L.","VU","yes","Luxembourg"
"Narcissus pseudonarcissus L.","VU","yes","Luxembourg"
"Nardus stricta L.","EN","yes","Luxembourg"
"Nasturtium officinale R. Brown","EN","yes","Luxembourg"
"Neotinea ustulata (L.) R.M. Bateman, Pridgeon et M. W.Chase","RE","yes","Luxembourg"
"Nepeta cataria L.","RE","yes","Luxembourg"
"Neslia paniculata (L.) Desv.","RE","yes","Luxembourg"
"Nymphoides peltata (S. G. Gmel.) O. Kuntze","RE","yes","Luxembourg"
"Odontites vernus (Bellardi) Dum.","EN","yes","Luxembourg"
"Oenanthe aquatica (L.) Poiret","VU","yes","Luxembourg"
"Oenanthe fistulosa L.","CR","yes","Luxembourg"
"Oenanthe peucedanifolia Pollich","CR","yes","Luxembourg"
"Ononis spinosa L.","CR","yes","Luxembourg"
"Onopordum acanthium L.","EN","yes","Luxembourg"
"Ophioglossum vulgatum L.","EN","yes","Luxembourg"
"Ophrys apifera Huds.","EN","yes","Luxembourg"
"Ophrys fuciflora (F.W. Schmidt) Moench","EN","yes","Luxembourg"
"Ophrys insectifera L.","EN","yes","Luxembourg"
"Ophrys sphegodes Mill.","CR","yes","Luxembourg"
"Orchis anthropophora (L.) All.","EN","yes","Luxembourg"
"Orchis coriophora L.","RE","yes","Luxembourg"
"Orchis mascula (L.) L.","VU","yes","Luxembourg"
"Orchis militaris L.","VU","yes","Luxembourg"
"Orchis morio L.","EN","yes","Luxembourg"
"Orchis purpurea Huds.","VU","yes","Luxembourg"
"Orchis simia Lam.","RE","yes","Luxembourg"
"Oreopteris limbosperma (Bellardi ex All.) Holub","VU","yes","Luxembourg"
"Ornithopus perpusillus L.","VU","yes","Luxembourg"
"Orobanche alba Steph. ex Willd.","EN","yes","Luxembourg"
"Orobanche caryophyllacea Smith","CR","yes","Luxembourg"
"Orobanche elatior Sutton","RE","yes","Luxembourg"
"Orobanche minor Smith","RE","yes","Luxembourg"
"Orobanche picridis F. W. Schultz","RE","yes","Luxembourg"
"Orobanche purpurea Jacq.","EN","yes","Luxembourg"
"Orobanche ramosa L.","RE","yes","Luxembourg"
"Orobanche rapum-genistae Thuill.","EN","yes","Luxembourg"
"Orobanche teucrii Holandre","CR","yes","Luxembourg"
"Orthilia secunda (L.) House","CR","yes","Luxembourg"
"Osmunda regalis L.","CR","yes","Luxembourg"
"Papaver argemone L.","EN","yes","Luxembourg"
"Papaver dubium L.","VU","yes","Luxembourg"
"Parietaria officinalis L.","RE","yes","Luxembourg"
"Parnassia palustris L.","CR","yes","Luxembourg"
"Pedicularis palustris L.","EN","yes","Luxembourg"
"Pedicularis sylvatica L.","CR","yes","Luxembourg"
"Persicaria minor (Huds.) Opiz","EN","yes","Luxembourg"
"Persicaria mitis (Schrank)","EN","yes","Luxembourg"
"Peucedanum carvifolia Vill.","CR","yes","Luxembourg"
"Peucedanum cervaria (L.) Lapeyr.","VU","yes","Luxembourg"
"Phleum phleoides (L.) Karst.","CR","yes","Luxembourg"
"Pinus sylvestris L.","CR","yes","Luxembourg"
"Platanthera bifolia (L.) L. C. M. Rich.","VU","yes","Luxembourg"
"Platanthera chlorantha (Cust.) Reichenb.","VU","yes","Luxembourg"
"Poa palustris L.","VU","yes","Luxembourg"
"Podospermum laciniatum (L.) DC.","RE","yes","Luxembourg"
"Polygala amarella Crantz","CR","yes","Luxembourg"
"Polygala calcarea F. W. Schultz","VU","yes","Luxembourg"
"Polygala serpyllifolia Hose","VU","yes","Luxembourg"
"Polystichum lonchitis (L.) Roth","EN","yes","Luxembourg"
"Potamogeton alpinus Balb.","RE","yes","Luxembourg"
"Potamogeton perfoliatus L.","EN","yes","Luxembourg"
"Potamogeton polygonifolius Pourr.","EN","yes","Luxembourg"
"Potamogeton trichoides Cham. et Schlecht.","RE","yes","Luxembourg"
"Potentilla incana P. Gaertn., B. Mey. et Scherb","CR","yes","Luxembourg"
"Potentilla leucopolitana P. J. Muell.","RE","yes","Luxembourg"
"Potentilla rupestris L.","EN","yes","Luxembourg"
"Prenanthes purpurea L.","RE","yes","Luxembourg"
"Primula veris L.","VU","yes","Luxembourg"
"Prunella grandiflora (L.) Scholler","CR","yes","Luxembourg"
"Prunella laciniata (L.) L.","EN","yes","Luxembourg"
"Prunus mahaleb L.","CR","yes","Luxembourg"
"Pulicaria dysenterica (L.) Bernh.","VU","yes","Luxembourg"
"Pulicaria vulgaris Gaertn.","RE","yes","Luxembourg"
"Pulmonaria montana Lej.","VU","yes","Luxembourg"
"Pulsatilla vulgaris Mill.","EN","yes","Luxembourg"
"Quercus pubescens Willd.","EN","yes","Luxembourg"
"Radiola linoides Roth","RE","yes","Luxembourg"
"Ranunculus aquatilis L.","CR","yes","Luxembourg"
"Ranunculus arvensis L.","EN","yes","Luxembourg"
"Ranunculus fluitans Lam.","VU","yes","Luxembourg"
"Ranunculus hederaceus L.","CR","yes","Luxembourg"
"Ranunculus lingua L.","RE","yes","Luxembourg"
"Ranunculus peltatus Schrank","VU","yes","Luxembourg"
"Ranunculus platanifolius L.","EN","yes","Luxembourg"
"Ranunculus sardous Crantz","EN","yes","Luxembourg"
"Ranunculus sceleratus L.","EN","yes","Luxembourg"
"Ranunculus trichophyllus Chaix","VU","yes","Luxembourg"
"Rhinanthus alectorolophus (Scop.) Pollich","EN","yes","Luxembourg"
"Rhinanthus angustifolius C. C. Gmel.","CR","yes","Luxembourg"
"Rhynchospora alba (L.) Vahl.","RE","yes","Luxembourg"
"Rorippa stylosa (Pers.) Mansf. et Rothm.","CR","yes","Luxembourg"
"Rosa micrantha Borrer ex Smith","CR","yes","Luxembourg"
"Rosa rubiginosa L.","VU","yes","Luxembourg"
"Rosa spinosissima L.","EN","yes","Luxembourg"
"Rosa stylosa Desv.","CR","yes","Luxembourg"
"Rosa villosa L.","CR","yes","Luxembourg"
"Rumex hydrolapathum Huds.","EN","yes","Luxembourg"
"Rumex maritimus L.","EN","yes","Luxembourg"
"Rumex scutatus L.","EN","yes","Luxembourg"
"Sagina apetala Ard.","EN","yes","Luxembourg"
"Sagina nodosa (L.) Fenzl","RE","yes","Luxembourg"
"Sagittaria sagittifolia L.","EN","yes","Luxembourg"
"Salix repens L.","CR","yes","Luxembourg"
"Salvia pratensis L.","EN","yes","Luxembourg"
"Salvia verticillata L.","EN","yes","Luxembourg"
"Sanguisorba officinalis L.","EN","yes","Luxembourg"
"Scabiosa columbaria L. subsp. pratensis (Jord.) J.Duvigneaud et Lambinon","CR","yes","Luxembourg"
"Scandix pecten-veneris L.","CR","yes","Luxembourg"
"Schoenoplectus lacustris (L.) Palla","EN","yes","Luxembourg"
"Schoenoplectus tabernaemontani (C. C. Gmel.) Palla","CR","yes","Luxembourg"
"Scilla bifolia L.","VU","yes","Luxembourg"
"Sclerochloa dura (L.) Beauv.","RE","yes","Luxembourg"
"Scorzonera humilis L.","EN","yes","Luxembourg"
"Scrophularia auriculata L.","CR","yes","Luxembourg"
"Scrophularia umbrosa Dum.","VU","yes","Luxembourg"
