"Species","Redlist_cat","Threatened","Country","scientificname","speciesKey","species","phylum","rank","status"
"Colchicum hungaricum","CR","yes","Kosovo","Colchicum hungaricum Janka",2739866,"Colchicum hungaricum","Tracheophyta","species","ACCEPTED"
"Comarum palustre","CR","yes","Kosovo","Comarum palustre L.",3020532,"Comarum palustre","Tracheophyta","species","ACCEPTED"
"Convolvulus compactus","CR","yes","Kosovo","Convolvulus compactus Boiss.",7324525,"Convolvulus boissieri","Tracheophyta","species","SYNONYM"
"Coronilla vaginalis","CR","yes","Kosovo","Coronilla vaginalis Lam.",5348664,"Coronilla vaginalis","Tracheophyta","species","ACCEPTED"
"Crepis bertiscea","CR","yes","Kosovo","Crepis bertiscea Jáv.",5403637,"Crepis bertiscea","Tracheophyta","species","ACCEPTED"
"Crepis macedonica","CR","yes","Kosovo","Crepis macedonica Kitan.",5403386,"Crepis macedonica","Tracheophyta","species","ACCEPTED"
"Crocus flavus","CR","yes","Kosovo","Crocus flavus Weston",2747737,"Crocus flavus","Tracheophyta","species","ACCEPTED"
"Cyanus lingulatus","CR","yes","Kosovo","Cyanus lingulatus (Lag.) Holub",4246723,"Centaurea variegata","Tracheophyta","species","SYNONYM"
"Delphinium elatum","CR","yes","Kosovo","Delphinium elatum L.",3033757,"Delphinium elatum","Tracheophyta","species","ACCEPTED"
"Dianthus barbatus","CR","yes","Kosovo","Dianthus barbatus L.",3085421,"Dianthus barbatus","Tracheophyta","species","ACCEPTED"
"Digitalis viridiflora","CR","yes","Kosovo","Digitalis viridiflora Lindl.",5558970,"Digitalis viridiflora","Tracheophyta","species","ACCEPTED"
"Fibigia clypeata","CR","yes","Kosovo","Fibigia clypeata (L.) Medik.",3051652,"Fibigia clypeata","Tracheophyta","species","ACCEPTED"
"Ficus carica","CR","yes","Kosovo","Ficus carica L.",5361909,"Ficus carica","Tracheophyta","species","ACCEPTED"
"Fritillaria graeca","CR","yes","Kosovo","Fritillaria graeca Boiss. & Spruner",5300514,"Fritillaria graeca","Tracheophyta","species","ACCEPTED"
"Fritillaria macedonica","CR","yes","Kosovo","Fritillaria macedonica Bornm.",5300369,"Fritillaria macedonica","Tracheophyta","species","ACCEPTED"
"Galium rhodopeum","CR","yes","Kosovo","Galium rhodopeum Velen.",2915237,"Galium rhodopeum","Tracheophyta","species","ACCEPTED"
"Ruta coronata","CR","yes","Kosovo","Ruta coronata (Griseb.) Nyman",8337537,"Haplophyllum coronatum","Tracheophyta","species","SYNONYM"
"Helleborus purpurascens","CR","yes","Kosovo","Helleborus purpurascens Waldst. & Kit.",7889472,"Helleborus purpurascens","Tracheophyta","species","ACCEPTED"
"Ilex aquifolium","CR","yes","Kosovo","Ilex aquifolium L.",5414222,"Ilex aquifolium","Tracheophyta","species","ACCEPTED"
"Juniperus sabina","CR","yes","Kosovo","Juniperus sabina L.",7963890,"Juniperus sabina","Tracheophyta","species","ACCEPTED"
"Klasea radiata","CR","yes","Kosovo","Klasea radiata (Waldst. & Kit.) Á.Löve & D.Löve",3091227,"Klasea radiata","Tracheophyta","species","ACCEPTED"
"Laburnum alpinum","CR","yes","Kosovo","Laburnum alpinum (Mill.) Bercht. & J.Presl",5356343,"Laburnum alpinum","Tracheophyta","species","ACCEPTED"
"Lamium garganicum","CR","yes","Kosovo","Lamium garganicum L.",7308042,"Lamium garganicum","Tracheophyta","species","ACCEPTED"
"Leontopodium alpinum","CR","yes","Kosovo","Leontopodium alpinum Cass.",3140685,"Leontopodium nivale","Tracheophyta","species","SYNONYM"
"Linaria alpina","CR","yes","Kosovo","Linaria alpina (L.) Mill.",5560037,"Linaria alpina","Tracheophyta","species","ACCEPTED"
"Lupinus micranthus","CR","yes","Kosovo","Lupinus micranthus Guss.",3972042,"Lupinus gussoneanus","Tracheophyta","species","SYNONYM"
"Lysimachia atropurpurea","CR","yes","Kosovo","Lysimachia atropurpurea L.",4006064,"Lysimachia atropurpurea","Tracheophyta","species","ACCEPTED"
"Malcolmia illyrica","CR","yes","Kosovo","Malcolmia illyrica (Halácsy) Hayek",5373192,"Malcolmia orsiniana","Tracheophyta","species","SYNONYM"
"Malcolmia orsiniana","CR","yes","Kosovo","Malcolmia orsiniana (Ten.) Ten.",5373192,"Malcolmia orsiniana","Tracheophyta","species","ACCEPTED"
"Micromeria cristata","CR","yes","Kosovo","Micromeria cristata (Hampe) Griseb.",7307169,"Micromeria cristata","Tracheophyta","species","ACCEPTED"
"Onosma visianii","CR","yes","Kosovo","Onosma visianii Clementi",4067104,"Onosma visianii","Tracheophyta","species","ACCEPTED"
"Petasites doerfleri","CR","yes","Kosovo","Petasites doerfleri Hayek",4238476,"Petasites doerfleri","Tracheophyta","species","ACCEPTED"
"Plantago dardanae","CR","yes","Kosovo","Plantago dardanae Rexhepi & D.Dimitrov",4155983,"Plantago dardanae","Tracheophyta","species","ACCEPTED"
"Quercus robur","CR","yes","Kosovo","Quercus robur L.",2878688,"Quercus robur","Tracheophyta","species","ACCEPTED"
"Ranunculus degenii","CR","yes","Kosovo","Ranunculus degenii Kümmerle & Jáv.",7278251,"Ranunculus degenii","Tracheophyta","species","ACCEPTED"
"Romulea bulbocodium","CR","yes","Kosovo","Romulea bulbocodium (L.) Sebast. & Mauri",2743687,"Romulea bulbocodium","Tracheophyta","species","ACCEPTED"
"Ruscus hypoglossum","CR","yes","Kosovo","Ruscus hypoglossum L.",2769775,"Ruscus hypoglossum","Tracheophyta","species","ACCEPTED"
"Saussurea alpina","CR","yes","Kosovo","Saussurea alpina (L.) DC.",5404542,"Saussurea alpina","Tracheophyta","species","ACCEPTED"
"Sideritis scardica","CR","yes","Kosovo","Sideritis scardica Griseb.",7307419,"Sideritis scardica","Tracheophyta","species","ACCEPTED"
"Silene pusilla","CR","yes","Kosovo","Silene pusilla Waldst. & Kit.",7267415,"Heliosperma pusillum","Tracheophyta","species","SYNONYM"
"Solenanthus krasniqii","CR","yes","Kosovo",NA,NA,NA,NA,NA,NA
"Stachys serbica","CR","yes","Kosovo","Stachys serbica Pancic",3903588,"Stachys serbica","Tracheophyta","species","ACCEPTED"
"Thalictrum alpinum","CR","yes","Kosovo","Thalictrum alpinum L.",3033134,"Thalictrum alpinum","Tracheophyta","species","ACCEPTED"
"Triglochin palustris","CR","yes","Kosovo","Triglochin palustris L.",2865280,"Triglochin palustris","Tracheophyta","species","ACCEPTED"
"Tulipa kosovarica","CR","yes","Kosovo","Tulipa kosovarica Kit Tan, Shuka & Krasniqi",7912981,"Tulipa kosovarica","Tracheophyta","species","ACCEPTED"
"Tulipa gesneriana","CR","yes","Kosovo","Tulipa gesneriana L.",5299675,"Tulipa gesneriana","Tracheophyta","species","ACCEPTED"
"Verbascum scardicola","CR","yes","Kosovo","Verbascum scardicola Bornm.",3736320,"Verbascum scardicola","Tracheophyta","species","ACCEPTED"
"Veronica saturejoides","CR","yes","Kosovo","Veronica saturejoides Vis.",3726499,"Veronica saturejoides","Tracheophyta","species","ACCEPTED"
"Viola dacica","CR","yes","Kosovo","Viola dacica Borbás",5664792,"Viola dacica","Tracheophyta","species","ACCEPTED"
"Viola dukadjinica","CR","yes","Kosovo","Viola dukadjinica W.Becker & Kogan.",5664075,"Viola dukadjinica","Tracheophyta","species","ACCEPTED"
"Viola herzogii","CR","yes","Kosovo","Viola herzogii (W.Becker) Bornm.",8124460,"Viola herzogii","Tracheophyta","species","ACCEPTED"
"Abies borisii-regis","EN","yes","Kosovo","Abies borisii-regis Mattf.",2685519,"Abies borisii-regis","Tracheophyta","species","ACCEPTED"
"Acer heldreichii","EN","yes","Kosovo","Acer heldreichii Orph.",7375236,"Acer heldreichii","Tracheophyta","species","ACCEPTED"
"Achillea chrysocoma","EN","yes","Kosovo","Achillea chrysocoma Friv.",3120012,"Achillea chrysocoma","Tracheophyta","species","ACCEPTED"
"Achillea fraasii","EN","yes","Kosovo","Achillea fraasii Sch.Bip.",3120317,"Achillea fraasii","Tracheophyta","species","ACCEPTED"
"Achillea fraasii","EN","yes","Kosovo","Achillea fraasii Sch.Bip.",3120317,"Achillea fraasii","Tracheophyta","species","ACCEPTED"
"Achillea grandifolia","EN","yes","Kosovo","Achillea grandifolia Friv.",3120279,"Achillea grandifolia","Tracheophyta","species","ACCEPTED"
"Achillea holosericea","EN","yes","Kosovo","Achillea holosericea Sibth. & Sm.",7752443,"Achillea holosericea","Tracheophyta","species","ACCEPTED"
"Achillea pindicola","EN","yes","Kosovo","Achillea pindicola Hausskn.",3120294,"Achillea pindicola","Tracheophyta","species","ACCEPTED"
"Adonis vernalis","EN","yes","Kosovo","Adonis vernalis L.",5371711,"Adonis vernalis","Tracheophyta","species","ACCEPTED"
"Alkanna scardica","EN","yes","Kosovo","Alkanna scardica Griseb.",5662467,"Alkanna scardica","Tracheophyta","species","ACCEPTED"
"Allium pendulinum","EN","yes","Kosovo","Allium pendulinum Ten.",2856456,"Allium pendulinum","Tracheophyta","species","ACCEPTED"
"Amphoricarpus neumayeri","EN","yes","Kosovo","Amphoricarpos neumayeri (Vis.) Vis.",3090715,"Amphoricarpos neumayerianus","Tracheophyta","species","SYNONYM"
"Artemisia umbelliformis","EN","yes","Kosovo","Artemisia umbelliformis Lam.",3120864,"Artemisia umbelliformis","Tracheophyta","species","ACCEPTED"
"Aurinia rupestris","EN","yes","Kosovo","Aurinia rupestris (Ten.) Cullen & T.R.Dudley",5377786,"Aurinia rupestris","Tracheophyta","species","ACCEPTED"
"Barbarea longirostris","EN","yes","Kosovo","Barbarea longirostris Velen.",5374667,"Barbarea longirostris","Tracheophyta","species","ACCEPTED"
"Bornmuellera dieckii","EN","yes","Kosovo","Bornmuellera dieckii Degen",3047121,"Bornmuellera dieckii","Tracheophyta","species","ACCEPTED"
"Campanula albanica","EN","yes","Kosovo","Campanula albanica Witasek",5411169,"Campanula albanica","Tracheophyta","species","ACCEPTED"
"Centaurea atropurpurea","EN","yes","Kosovo","Centaurea atropurpurea Waldst. & Kit.",3128279,"Centaurea calocephala","Tracheophyta","species","SYNONYM"
"Centaurea kotschyana","EN","yes","Kosovo","Centaurea kotschyana Heuff.",8087525,"Centaurea scabiosa","Tracheophyta","species","SYNONYM"
"Cephalaria pastricensis","EN","yes","Kosovo","Cephalaria pastricensis Dörfl. & Hayek",4104113,"Cephalaria pastricensis","Tracheophyta","species","ACCEPTED"
"Crepis albanica","EN","yes","Kosovo","Crepis albanica (Jáv.) Babc.",5403621,"Crepis baldaccii","Tracheophyta","species","SYNONYM"
"Crocus kosaninii","EN","yes","Kosovo","Crocus kosaninii Pulevic",2747563,"Crocus kosaninii","Tracheophyta","species","ACCEPTED"
"Daphne blagayana","EN","yes","Kosovo","Daphne blagayana Freyer",5523781,"Daphne blagayana","Tracheophyta","species","ACCEPTED"
"Daphne cneorum","EN","yes","Kosovo","Daphne cneorum L.",7150059,"Daphne cneorum","Tracheophyta","species","ACCEPTED"
"Dioscorea balcanica","EN","yes","Kosovo","Dioscorea balcanica Košanin",2754947,"Dioscorea balcanica","Tracheophyta","species","ACCEPTED"
"Diphasiastrum alpinum","EN","yes","Kosovo","Diphasiastrum alpinum (L.) Holub",2688420,"Diphasiastrum alpinum","Tracheophyta","species","ACCEPTED"
"Drypis spinosa","EN","yes","Kosovo","Drypis spinosa L.",3817384,"Drypis spinosa","Tracheophyta","species","ACCEPTED"
"Euphorbia montenegrina","EN","yes","Kosovo","Euphorbia montenegrina (Bald.) K.Malý",3064592,"Euphorbia montenegrina","Tracheophyta","species","ACCEPTED"
"Fritillaria messanensis","EN","yes","Kosovo","Fritillaria messanensis Raf.",2752224,"Fritillaria messanensis","Tracheophyta","species","ACCEPTED"
"Genista hassertiana","EN","yes","Kosovo","Genista hassertiana (Bald.) Buchegger",5347840,"Genista hassertiana","Tracheophyta","species","ACCEPTED"
"Genista radiata","EN","yes","Kosovo","Genista radiata (L.) Scop.",5347648,"Genista radiata","Tracheophyta","species","ACCEPTED"
"Gentiana pneumonanthe","EN","yes","Kosovo","Gentiana pneumonanthe L.",7270598,"Gentiana pneumonanthe","Tracheophyta","species","ACCEPTED"
"Gentianella crispata","EN","yes","Kosovo","Gentianella crispata (Vis.) Holub",7270333,"Gentianella crispata","Tracheophyta","species","ACCEPTED"
"Geranium reflexum","EN","yes","Kosovo","Geranium reflexum L.",2890512,"Geranium reflexum","Tracheophyta","species","ACCEPTED"
"Geum reptans","EN","yes","Kosovo","Geum reptans L.",5369670,"Geum reptans","Tracheophyta","species","ACCEPTED"
"Gladiolus illyricus","EN","yes","Kosovo","Gladiolus illyricus W.D.J.Koch",2749912,"Gladiolus illyricus","Tracheophyta","species","ACCEPTED"
"Gladiolus palustris","EN","yes","Kosovo","Gladiolus palustris Gaudin",2750279,"Gladiolus palustris","Tracheophyta","species","ACCEPTED"
"Haplophyllum boisserianum","EN","yes","Kosovo","Haplophyllum boisserianum Viv. & Pancic",8078240,"Haplophyllum patavinum","Tracheophyta","species","SYNONYM"
"Hesperis dinarica","EN","yes","Kosovo","Hesperis dinarica Beck",3042201,"Hesperis dinarica","Tracheophyta","species","ACCEPTED"
"Huperzia selago","EN","yes","Kosovo","Huperzia selago (L.) Bernh. ex Schrank & Mart.",2688495,"Huperzia selago","Tracheophyta","species","DOUBTFUL"
"Jacobaea othonnae","EN","yes","Kosovo","Jacobaea othonnae (M.Bieb.) C.A.Mey.",5388637,"Jacobaea othonnae","Tracheophyta","species","ACCEPTED"
"Kitaibelia vitifolia","EN","yes","Kosovo","Kitaibelia vitifolia Willd.",3939584,"Kitaibelia vitifolia","Tracheophyta","species","ACCEPTED"
"Knautia macedonica","EN","yes","Kosovo","Knautia macedonica Griseb.",4102952,"Knautia macedonica","Tracheophyta","species","ACCEPTED"
"Knautia midzorensis","EN","yes","Kosovo","Knautia midzorensis Formánek",7300998,"Knautia midzorensis","Tracheophyta","species","ACCEPTED"
"Lilium jankae","EN","yes","Kosovo","Lilium jankae A.Kern.",2753506,"Lilium jankae","Tracheophyta","species","ACCEPTED"
"Lunaria telekiana","EN","yes","Kosovo","Lunaria telekiana Jáv.",5373331,"Lunaria telekiana","Tracheophyta","species","ACCEPTED"
"Matricaria breviradiata","EN","yes","Kosovo","Matricaria breviradiata (Ledeb.) Rauschert",3103829,"Tripleurospermum breviradiatum","Tracheophyta","species","SYNONYM"
"Micromeria albanica","EN","yes","Kosovo","Micromeria albanica (K.Malý)",9584011,"Clinopodium albanicum","Tracheophyta","species","SYNONYM"
"Minuartia baldaccii","EN","yes","Kosovo","Minuartia baldaccii (Halácsy) Mattf.",7602745,"Cherleria baldaccii","Tracheophyta","species","SYNONYM"
"Minuartia baldaccii","EN","yes","Kosovo","Minuartia baldaccii (Halácsy) Mattf.",7602745,"Cherleria baldaccii","Tracheophyta","species","SYNONYM"
"Narcissus poeticus","EN","yes","Kosovo","Narcissus poeticus L.",2858581,"Narcissus poeticus","Tracheophyta","species","ACCEPTED"
"Paeonia mascula","EN","yes","Kosovo","Paeonia mascula (L.) Mill.",7155281,"Paeonia mascula","Tracheophyta","species","ACCEPTED"
"Paeonia officinalis","EN","yes","Kosovo","Paeonia officinalis L.",3083488,"Paeonia officinalis","Tracheophyta","species","ACCEPTED"
"Pedicularis hoermanniana","EN","yes","Kosovo","Pedicularis hoermanniana K.Malý",3742611,"Pedicularis hoermanniana","Tracheophyta","species","ACCEPTED"
"Pinguicula crystallina","EN","yes","Kosovo","Pinguicula crystallina Sm.",8058554,"Pinguicula crystallina","Tracheophyta","species","ACCEPTED"
"Potentilla calabra","EN","yes","Kosovo","Potentilla calabra Ten.",5367559,"Potentilla calabra","Tracheophyta","species","ACCEPTED"
"Potentilla doerfleri","EN","yes","Kosovo","Potentilla doerfleri Wettst.",5365932,"Potentilla doerfleri","Tracheophyta","species","ACCEPTED"
"Potentilla montenegrina","EN","yes","Kosovo","Potentilla montenegrina Pant.",5367980,"Potentilla montenegrina","Tracheophyta","species","ACCEPTED"
"Pulsatilla alpina","EN","yes","Kosovo","Pulsatilla alpina (L.) Delarbre",7278071,"Pulsatilla alpina","Tracheophyta","species","ACCEPTED"
"Quercus robur","EN","yes","Kosovo","Quercus robur L.",2878688,"Quercus robur","Tracheophyta","species","ACCEPTED"
"Ramonda nathaliae","EN","yes","Kosovo","Ramonda nathaliae Pancic & Petrovic",6365090,"Ramonda nathaliae","Tracheophyta","species","ACCEPTED"
"Ranunculus illyricus","EN","yes","Kosovo","Ranunculus illyricus L.",7277455,"Ranunculus illyricus","Tracheophyta","species","ACCEPTED"
"Rhamnus orbiculata","EN","yes","Kosovo","Rhamnus orbiculata Bornm.",3876402,"Rhamnus orbiculata","Tracheophyta","species","ACCEPTED"
"Rhamnus pumila","EN","yes","Kosovo","Rhamnus pumila Turra",9413479,"Atadinus pumilus","Tracheophyta","species","SYNONYM"
"Rhodiola rosea","EN","yes","Kosovo","Rhodiola rosea L.",2985688,"Rhodiola rosea","Tracheophyta","species","ACCEPTED"
"Ribes alpinum","EN","yes","Kosovo","Ribes alpinum L.",2986184,"Ribes alpinum","Tracheophyta","species","ACCEPTED"
"Ribes uva-crispa","EN","yes","Kosovo","Ribes uva-crispa L.",2986185,"Ribes uva-crispa","Tracheophyta","species","ACCEPTED"
"Sanguisorba albanica","EN","yes","Kosovo","Sanguisorba albanica András. & Jáv.",3029553,"Sanguisorba albanica","Tracheophyta","species","ACCEPTED"
"Saxifraga federici-augusti","EN","yes","Kosovo","Saxifraga federici-augusti Biasol.",7339509,"Saxifraga federici-augusti","Tracheophyta","species","ACCEPTED"
"Saxifraga taygetea","EN","yes","Kosovo","Saxifraga taygetea Boiss. & Heldr.",7339576,"Saxifraga taygetea","Tracheophyta","species","ACCEPTED"
"Scabiosa crenata","EN","yes","Kosovo","Scabiosa crenata Cirillo",7301039,"Lomelosia crenata","Tracheophyta","species","SYNONYM"
"Scabiosa graminifolia","EN","yes","Kosovo","Scabiosa graminifolia L.",7301028,"Lomelosia graminifolia","Tracheophyta","species","SYNONYM"
"Scrophularia bosniaca","EN","yes","Kosovo","Scrophularia bosniaca Beck",3738820,"Scrophularia bosniaca","Tracheophyta","species","ACCEPTED"
"Scutellaria alpina","EN","yes","Kosovo","Scutellaria alpina L.",7309071,"Scutellaria alpina","Tracheophyta","species","ACCEPTED"
"Scutellaria orientalis","EN","yes","Kosovo","Scutellaria orientalis L.",7308451,"Scutellaria orientalis","Tracheophyta","species","ACCEPTED"
"Selaginella selaginoides","EN","yes","Kosovo","Selaginella selaginoides (L.) Schrank & C.F.P.Mart.",2688197,"Selaginella selaginoides","Tracheophyta","species","ACCEPTED"
"Senecio bosniaca","EN","yes","Kosovo","Senecio bosniacus Beck",3131027,"Tephroseris papposa","Tracheophyta","species","SYNONYM"
"Senecio doronicum","EN","yes","Kosovo","Senecio doronicum (L.) L.",3107708,"Senecio doronicum","Tracheophyta","species","ACCEPTED"
"Senecio procerus","EN","yes","Kosovo","Senecio procerus (Griseb.) Vel.",7441468,"Senecio procerus","Tracheophyta","species","ACCEPTED"
"Senecio scopolii","EN","yes","Kosovo","Senecio scopolii Hoppe & Hornsch. ex Bluff & Fingerh.",8306449,"Senecio scopolii","Tracheophyta","species","ACCEPTED"
"Silene retzorffiana","EN","yes","Kosovo","Silene retzdorffiana (K.Malý) Walters",7267415,"Heliosperma pusillum","Tracheophyta","species","SYNONYM"
"Sparganium natans","EN","yes","Kosovo","Sparganium natans L.",2702384,"Sparganium natans","Tracheophyta","species","ACCEPTED"
"Taxus baccata","EN","yes","Kosovo","Taxus baccata L.",5284517,"Taxus baccata","Tracheophyta","species","ACCEPTED"
"Tozzia alpina","EN","yes","Kosovo","Tozzia alpina L.",3724824,"Tozzia alpina","Tracheophyta","species","ACCEPTED"
"Trifolium wettsteinii","EN","yes","Kosovo","Trifolium wettsteinii Dörfl. & Hayek",5359247,"Trifolium wettsteinii","Tracheophyta","species","ACCEPTED"
"Viola grisebachiana","EN","yes","Kosovo","Viola grisebachiana Vis.",5664796,"Viola grisebachiana","Tracheophyta","species","ACCEPTED"
"Armeria cariensis","VU","yes","Kosovo","Armeria cariensis Boiss.",4090416,"Armeria cariensis","Tracheophyta","species","ACCEPTED"
"Asperula aristata","VU","yes","Kosovo","Asperula aristata L.f.",2917056,"Asperula aristata","Tracheophyta","species","ACCEPTED"
"Aster albanicus","VU","yes","Kosovo","Aster albanicus (Degen) Csiki et al., 1926",3091672,"Galatella albanica","Tracheophyta","species","SYNONYM"
"Centaurea albertii","VU","yes","Kosovo","Centaurea albertii Rexhepi",4207053,"Centaurea albertii","Tracheophyta","species","ACCEPTED"
"Epimedium alpinum","VU","yes","Kosovo","Epimedium alpinum L.",7695021,"Epimedium alpinum","Tracheophyta","species","ACCEPTED"
